Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County
"DOLLAR TREE 3699",-74.013786,41.098503,"52 Rockland Plz","","Nanuet","NY","10954","2208","ROCKLAND" 
"La Placita",-73.874504,40.828896,"1179A Morrison Ave","","Bronx","NY","10472","4201","BRONX" 
"S & P Mini Market Corp",-73.915947,40.829105,"270 E 165th St","Frnt 1","Bronx","NY","10456","6078","BRONX" 
"666 Deli",-73.894165,40.666286,"666 Dumont Ave","","Brooklyn","NY","11207","","KINGS" 
"Day N Night Food Corp",-73.995407,40.631947,"5418 New Utrecht Ave","","Brooklyn","NY","11219","4129","KINGS" 
"Buy Rite Kosher Supermarket Inc",-74.567047,41.707024,"13 Greenfield Rd","","Woodridge","NY","12789","5508","SULLIVAN" 
"I & R Deli Inc",-73.999771,40.620804,"6908 15th Ave","","Brooklyn","NY","11228","1802","KINGS" 
"Hong Kong Supermarket of Hester St",-73.996048,40.717567,"157 Hester St","","New York","NY","10013","4740","NEW YORK" 
"VEIPAS FOOD PLAZA CORP",-73.990349,40.61216,"7215 20th Ave","","Brooklyn","NY","11204","5757","KINGS" 
"Alma Food Corp",-73.90126,40.850758,"309 E Burnside Ave","","Bronx","NY","10457","3711","BRONX" 
"Jayten Food Center Inc",-73.905235,40.849216,"211 E Tremont Ave","","Bronx","NY","10457","5303","BRONX" 
"Olear's Deli",-73.884125,40.935459,"131 Yonkers Ave","","Yonkers","NY","10701","6119","WESTCHESTER" 
"RYU'S FRUIT & VEGETABLE",-73.916168,40.833805,"212 E 167th St","","Bronx","NY","10456","4004","BRONX" 
"Nice N Easy 2307",-76.0131,43.866806,"17942 Ny State Route 177","","Adams Center","NY","13606","2218","JEFFERSON" 
"Bimbo Bakeries 6003",-73.892616,40.739464,"7050 Queens Blvd","","Woodside","NY","11377","5103","QUEENS" 
"Genao Food Store",-73.896629,40.820004,"926 Intervale Ave","","Bronx","NY","10459","4226","BRONX" 
"Halal Deli Grocery",-73.978828,40.740791,"491 2ND Ave","","New York","NY","10016","9132","NEW YORK" 
"George Grocery Store",-73.893471,40.659405,"710 Georgia Ave","","Brooklyn","NY","11207","6755","KINGS" 
"DUANE READE 390",-73.955788,40.745258,"4702 5th St","","Long Island City","NY","11101","5411","QUEENS" 
"Astoria Food Mart Inc",-73.913857,40.763313,"4108 30th Ave","","Astoria","NY","11103","2909","QUEENS" 
"SHINING ELMIRA INC",-76.822556,42.085602,"639 W Church St","","Elmira","NY","14905","2427","CHEMUNG" 
"Arias Food Corp",-73.792282,40.691891,"15824 110th Ave","","Jamaica","NY","11433","3109","QUEENS" 
"King Farm",-73.742752,40.676968,"22701 Merrick Blvd","","Springfield Gardens","NY","11413","2104","QUEENS" 
"R & E DELI INC",-73.625885,40.711548,"61 W Columbia St","","Hempstead","NY","11550","2523","NASSAU" 
"Chung Fat Supermarket Inc",-73.828407,40.755527,"4182 Main St","","Flushing","NY","11355","3820","QUEENS" 
"Hometown Deli And Grocery",-75.062279,42.460892,"61 Spruce St","","Oneonta","NY","13820","1496","OTSEGO" 
"Kanyinsola African & Caribbean Market",-73.939621,40.651253,"4012 Church Ave","","Brooklyn","NY","11203","2917","KINGS" 
"96 Dan Meat Market Inc",-73.925392,40.863827,"96 Sherman Ave","","New York","NY","10034","5525","NEW YORK" 
"Mini Mart And Deli Inc.",-73.934837,42.805668,"864 Albany St","","Schenectady","NY","12307","","SCHENECTADY" 
"Waterfront Gas & Convenience Store LLC",-74.1082,40.645271,"1125 Richmond Ter","","Staten Island","NY","10310","1108","RICHMOND" 
"Raam Trading Post Corp",-74.597244,41.625534,"214 Rock Hill Dr","","Rock Hill","NY","12775","7205","SULLIVAN" 
"Los Naranjos Food Corp",-73.914017,40.689289,"1094 Hancock St","","Brooklyn","NY","11221","5117","KINGS" 
"St Peters Food Center Corp",-73.84613,40.839661,"1484 Saint Peters Ave","","Bronx","NY","10461","3304","BRONX" 
"Pearl Food Center Inc",-73.904358,40.858578,"9A W 183rd St","","Bronx","NY","10453","1201","BRONX" 
"Post Food Corp",-73.998978,40.749794,"317 9th Ave","","New York","NY","10001","1683","NEW YORK" 
"Elis Grocery Corp",-73.865326,40.753056,"10201 37th Ave","","Corona","NY","11368","1942","QUEENS" 
"DUANE READE 398",-73.955658,40.768211,"1352 FIRST AVE","","NEW YORK","NY","10021","","NEW YORK" 
"DUANE READE 422",-73.980988,40.741722,"385 THIRD AVE","","NEW YORK","NY","10016","","NEW YORK" 
"Adirondack Market & Deli 001",-73.68618,43.300873,"71 Ohio Ave","","Queensbury","NY","12804","7162","WARREN" 
"MS FOOD CENTER CORP",-73.982658,40.633682,"4421 16th Ave","","Brooklyn","NY","11204","1013","KINGS" 
"Superior Food IV Inc",-73.9636,40.649258,"1709 Church Ave","","Brooklyn","NY","11226","2617","KINGS" 
"Sunoco 7629",-76.804718,42.073528,"625 Pennsylvania Ave","","Elmira","NY","14904","2214","CHEMUNG" 
"Vasquez Grocery Store",-73.91568,40.820618,"732 Melrose Avenue","","Bronx","NY","10455","","BRONX" 
"Meat Boutique Inc",-73.96376,40.577148,"309 Brighton Beach Ave","","Brooklyn","NY","11235","7412","KINGS" 
"AROUND THE CLOCK EXPRESS MART",-78.865555,42.912155,"1421 Main St","","Buffalo","NY","14209","1734","ERIE" 
"OLD WORLD PROVISIONS INC",-73.674644,42.703709,"12 Colleen Rd","aka 12 Industrial Ln","Troy","NY","12180","6196","RENSSELAER" 
"Dollar Tree 0273",-77.780251,42.801853,"4335 Lakeville Rd","","Geneseo","NY","14454","9413","LIVINGSTON" 
"American 99 of Westchester Inc",-73.851364,40.833611,"1266 Castle Hill Ave","","Bronx","NY","10462","4811","BRONX" 
"Dollar General 11195",-76.726997,42.016312,"3695 Front St","","Wellsburg","NY","14894","","CHEMUNG" 
"Walgreens 11729",-79.328644,42.48518,"327 Main St","","Dunkirk","NY","14048","2718","CHAUTAUQUA" 
"Walgreens 10134",-73.663528,40.706657,"652 Hempstead Tpke","","Franklin Square","NY","11010","4326","NASSAU" 
